1065131595600746,漳州麦当劳漳百餐厅,48,月售4275,http://p1.meituan.net/xianfu/aa86bc1b9a218ea5e094b861c03b59b94873.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,35分钟,0,起送 ¥0,配送 ¥9,,1,,986m,人均 ¥39,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '折扣商品5.66折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",漳州市芗城区延安北路1号麦当劳餐厅,"00:00-04:45,05:00-10:15,10:30-23:59"
887362899221368,肯德基宅急送（银都店）,46,月售2687,http://p1.meituan.net/waimaipoi/f49c565f3c4d51fda6c40a29ca6ff05e16938.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥0,配送 ¥9,,1,,622m,人均 ¥40,"[{'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区延安北路6号银都大厦一层1-2店面,"00:00-03:59,10:00-23:59"
974971642131957,吃鸡战场（蒸鸡·烤鸡）,49,月售4511,http://p0.meituan.net/waimaipoi/263bcbfa9cffd4c3a9e5aa8a13087667276387.jpg,,41分钟,0,起送 ¥0,配送 ¥0,,1,,1.3km,人均 ¥49,"[{'info': '满15减15;满30减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品0.07折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",世纪广场7栋B54号,"00:00-05:00,15:00-23:59"
921005378105086,夜猫子碳烤,45,月售7362,http://p0.meituan.net/business/bcff6966253246bf6f4b19da34525b5794439.png,,50分钟,0,起送 ¥29,配送 ¥0,,1,,1.0km,人均 ¥23,"[{'info': '满21减20;满39减38;满51减50;满69减68;满88减87', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付0元返10元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满26元赠送鹭芳饮料一盒', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",新华东路北二街49号,"00:00-05:00,16:00-23:59"
975890765127073,绝味烤鱼、烧烤,41,月售9999+,http://p1.meituan.net/waimaipoi/a4b0066c1d8dbb3b363e961010c13615249856.jpg,,47分钟,0,起送 ¥30,配送 ¥0,,1,,1.9km,人均 ¥23,"[{'info': '满10减10;满18减17;满30减29;满45减44;满80减79', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品0.2折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区南昌路苏氏大宗6号店面,"00:00-06:00,16:30-23:59"
962490467202490,韦小堡•炸鸡汉堡（芗城店）,47,月售7295,http://p1.meituan.net/business/e624ff2188188782571473ab2691ad4d896377.png,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,31分钟,1,起送 ¥20,配送 ¥5,,1,,1.3km,人均 ¥22,"[{'info': '满30减21;满50减24;满80减44;满118减58', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区新华东商贸广场1幢A12号,"00:00-01:00,10:30-23:59"
1119763579639999,四季小龙虾,40,月售1396,http://p1.meituan.net/waimaipoi/33db51e0fb415ffaabe639601d0bac94491520.jpg,,55分钟,0,起送 ¥29,配送 ¥0,,1,,3.0km,,"[{'info': '满88减26;满138减39;满188减46', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付1元返10元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区建业路1号明欣福园1幢24号,"00:00-05:30,12:00-23:59"
872927514145219,一品粥铺,47,月售1690,http://p0.meituan.net/waimaipoi/4227b677dcbbe6d50abfe9d76ff2f07d100352.jpg,,30分钟,1,起送 ¥15,配送 ¥4,,1,,1.3km,人均 ¥17,"[{'info': '满25减16;满49减25;满79减35', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.95折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",新华东路南一街156,"00:00-01:59,08:00-23:59"
1093461199938839,炸鸡派对（漳州店）,48,月售3640,http://p1.meituan.net/waimaipoi/7a5714dd2a586cda8bfb947d99768264322309.jpg,,33分钟,1,起送 ¥10,配送 ¥4,,1,,1.3km,人均 ¥16,"[{'info': '满30减20;满50减34;满70减38;满100减52', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区新华东路世纪广场1栋168号,"00:00-01:00,11:00-23:59"
927031217215466,叫了个炸鸡（专门做炸鸡的店）,46,月售2311,http://p0.meituan.net/waimaipoi/f8ae12e2500bd8f3414aa7cc7d0a4a80168624.jpg,,50分钟,0,起送 ¥20,配送 ¥0,,1,,2.0km,人均 ¥24,"[{'info': '满45减20;满75减33;满100减43', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.48折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",元光南路元兴大厦9号店面,"00:00-03:00,11:00-23:59"
994341944665896,小四川烧烤小龙虾,45,月售1393,http://p1.meituan.net/waimaipoi/40ddda01d1112319db97df20266bfb6838912.jpg,,40分钟,0,起送 ¥30,配送 ¥0,,1,,1.5km,人均 ¥25,"[{'info': '满20减10;满69减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3.83折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领5元券;领10元券;领20元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区新浦路顶田下一巷69号-1,"00:00-03:59,18:00-23:59"
924574495922216,游福香水饺炖罐,0,月售42,http://p0.meituan.net/waimaipoi/ecf0c5465e4d13b56e513701f3e1e0d720480.jpg,http://p0.meituan.net/aichequan/eb83cb963e67bc0ea4db4d7aef69d62f2578.png,36分钟,1,起送 ¥15,配送 ¥4,,1,,2.1km,,"[{'info': '满25减3;满30减5;满35减8', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",福建省漳州市芗城区丽园街6-9号,"00:00-02:00,10:00-23:59"
